country,description,log_price_normalized,points_normalized,vfm_normalized,log_pxp_normalized,encoded_variety,acidity,aromas,black,cherry,dry,finish,flavors,fruit,oak,palate,rich,ripe,sweet,tannins,wine,adj_count,polarity,subjectivity,embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16,embed_17,embed_18,embed_19,embed_20,embed_21,embed_22,embed_23,embed_24,embed_25,embed_26,embed_27,embed_28,embed_29,embed_30,embed_31,embed_32,embed_33,embed_34,embed_35,embed_36,embed_37,embed_38,embed_39,embed_40,embed_41,embed_42,embed_43,embed_44,embed_45,embed_46,embed_47,embed_48,embed_49
US,"For the price, you get a Cabernet that shows some pretty good Napa character. It's ripe and forward with black currants with tough tannins and a hit of sweet oak. Lots going on, and could even age for a few years. If you drink it now, give it a couple hours of airing.",0.2989628796719753,0.5555555555555554,0.28535146826187463,0.30929345682834275,0.11538461538461539,0.0,0.0,0.4585755252515631,0.0,0.0,0.0,0.0,0.0,0.4505213554016098,0.0,0.0,0.45449777982555917,0.4670566008019671,0.40252813038134216,0.0,6,0.09074074074074075,0.6027777777777777,-0.17872818,-0.55538535,0.023406696,0.357511,-0.15369932,-0.6402725,1.2402179,1.0982345,-1.132255,-0.45226938,0.28204435,-1.0181777,0.66566366,0.6467541,-0.45472103,0.57041085,0.959705,0.15221666,-1.3093591,-0.7985905,0.64465946,0.6274396,1.2864969,-0.47459581,0.6870949,0.31233203,-0.50395644,0.5568951,-0.792642,0.047204405,0.045625657,-0.30452868,-0.08456314,-0.50013465,-0.2881479,0.5279978,0.7395956,-0.44616973,0.24587981,-0.42716697,0.6851237,-0.12687656,-0.13736418,-0.0876426,1.422987,0.25343764,-0.045396745,-0.74510443,0.48987,0.39259607
Italy,"A food-friendly blend of Sangiovese, Syrah, Cabernet Sauvignon and Cabernet Franc that shows easy but rich and intense fruit flavors of cherry and blackberry, plus a subtle spice note.",0.27703216391229124,0.44444444444444375,0.3080246098597872,0.28288549199668633,0.6923076923076923,0.0,0.0,0.0,0.5228653265219352,0.0,0.0,0.35958480553315075,0.4402985009982526,0.0,0.0,0.6351754466047063,0.0,0.0,0.0,0.0,5,0.16875,0.7708333333333334,-0.19288756,-0.58569616,0.029799046,0.36792725,-0.14791583,-0.6614837,1.2678872,1.1370065,-1.1620865,-0.4690894,0.29387322,-1.0519537,0.67889434,0.683514,-0.4709035,0.59760046,0.9718949,0.1678021,-1.3591396,-0.81991404,0.6686405,0.641375,1.3323774,-0.47750455,0.70432705,0.32118395,-0.501291,0.5723077,-0.8143001,0.04317852,0.050022434,-0.3144748,-0.095890746,-0.52241683,-0.2706504,0.55306804,0.7741704,-0.46150783,0.25329104,-0.43114728,0.6914391,-0.1361617,-0.15103263,-0.08079251,1.4596927,0.2691596,-0.022903677,-0.7432351,0.5072661,0.40020606
France,"This is a firm and stony wine, with dry tannins that give structure to the intense acidity and the red cherry flavor. It's dense and concentrated, with a solid feel that demands several years of aging.",0.35445387266905204,0.6111111111111107,0.22366718597343613,0.3658465868528342,0.2692307692307693,0.4758812383863636,0.0,0.0,0.4573231573187771,0.49749961328929626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46637012506961334,0.31525484603951714,9,-0.011111111111111108,0.35000000000000003,-0.19247039,-0.59405404,0.029526012,0.3785917,-0.1590674,-0.6767213,1.315209,1.1692456,-1.2003685,-0.48046693,0.300853,-1.0810957,0.7009034,0.6875824,-0.47978982,0.60841554,1.0133965,0.16600543,-1.3905059,-0.84449834,0.6834212,0.66112566,1.3715537,-0.49583036,0.72680104,0.3353257,-0.536667,0.59352,-0.8392576,0.048483446,0.051335886,-0.32304293,-0.0889291,-0.5359202,-0.30057442,0.562197,0.78976244,-0.47630727,0.2563621,-0.4521987,0.7293999,-0.1412007,-0.1510472,-0.09046113,1.5090208,0.2698791,-0.03405524,-0.78278446,0.5136245,0.41501093
Spain,"Candied fruit and punch bowl aromas are not what you'd call sophisticated, and the mouth pretty much follows suit with tart, rubbery raspberry fruit that comes on a bit hot and raw. Tough but with full flavor; sort of like chewing on a plum skin.",0.15949202727027811,0.22222222222222143,0.49874574212458084,0.15795186442067854,0.4711538461538462,0.0,0.5395330604596594,0.0,0.0,0.0,0.0,0.0,0.8419644153234943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.1329059829059829,0.6992673992673993,-0.15237924,-0.4632018,0.028280351,0.2913565,-0.12402785,-0.5272159,1.0154814,0.9106398,-0.93053263,-0.3768701,0.23548698,-0.84441876,0.5439703,0.5400601,-0.37791735,0.47938484,0.78070104,0.13166837,-1.0811898,-0.6516487,0.5310278,0.51446366,1.0691763,-0.38883883,0.5656022,0.25697294,-0.40919104,0.45667842,-0.6509167,0.034128457,0.036710292,-0.25303787,-0.07343657,-0.41415563,-0.22771329,0.43940768,0.61723065,-0.3698058,0.19967397,-0.34789,0.56244445,-0.10814146,-0.12224672,-0.06811475,1.1726989,0.21411662,-0.02874621,-0.6068418,0.40225455,0.3213762
Italy,"Aromas of black cherry, licorice, leather, violet and a whiff of tobacco open this wine. The palate is still a bit closed but delivers black raspberry, wild cherry, anisette and a note of black pepper alongside big, brooding tannins that need time to come around. Drink 2017–2024.",0.49242570767266935,0.5555555555555554,0.1147145029488651,0.49784088323890585,0.5384615384615385,0.0,0.23976314298058252,0.7743087349350094,0.44432498424721606,0.0,0.0,0.0,0.0,0.0,0.26599356187668294,0.0,0.0,0.0,0.2265574082119851,0.1531472901149496,6,-0.07142857142857142,0.34285714285714286,-0.17263845,-0.5497392,0.03156467,0.34761104,-0.14662245,-0.62995476,1.1969362,1.0745491,-1.0942152,-0.44497254,0.27773032,-0.9955227,0.63677484,0.64152753,-0.4464908,0.5645464,0.9193811,0.15686862,-1.2793287,-0.7731722,0.6302701,0.60944426,1.2564745,-0.45410913,0.66333294,0.30664825,-0.47898158,0.53622776,-0.76973575,0.045322575,0.044683747,-0.2995267,-0.08648242,-0.49692327,-0.2663814,0.5193107,0.7332799,-0.43685722,0.23436172,-0.41704795,0.6562634,-0.12597232,-0.14229646,-0.076084055,1.3850864,0.2510937,-0.025585454,-0.7097433,0.4754172,0.38157076
US,"Fresh, full bodied and juicy, this has flavors of dusty, dark plum and chocolate. It was aged in both French and American oak, which has added a background note of tobacco and vanilla on the palate, particularly on the finish.",0.31898405454055623,0.3888888888888884,0.2511750415885506,0.32120165943625256,0.5865384615384616,0.0,0.0,0.0,0.0,0.0,0.49949748952919637,0.332574854988401,0.0,0.5519561749280895,0.5789996586719434,0.0,0.0,0.0,0.0,0.0,8,0.02083333333333332,0.34791666666666665,-0.18056516,-0.57014537,0.032769233,0.35882503,-0.15188329,-0.64795846,1.2425745,1.1158246,-1.1342915,-0.46332437,0.2893856,-1.0292631,0.6577523,0.66314185,-0.45983863,0.59148794,0.9578442,0.16292138,-1.3208236,-0.80109906,0.6542654,0.62739366,1.3063619,-0.46969938,0.68842894,0.3144457,-0.5000633,0.5595294,-0.7907701,0.044165894,0.045836102,-0.30430552,-0.08589525,-0.51269,-0.2692851,0.53681093,0.7577553,-0.4507848,0.24766026,-0.42589253,0.68248653,-0.13344789,-0.14784233,-0.07821565,1.433218,0.26114902,-0.025503209,-0.7377196,0.48945102,0.395094
Italy,"Il Puro is a simple but genuine expression of Merlot with soft cherry nuances backed by light shadings of spice and mineral. The texture is smooth and silky, and although this is a very simple wine, it does deliver easy drinking pleasure.",0.15949202727027811,0.2777777777777777,0.5048585989279396,0.16060405769884278,0.4903846153846154,0.0,0.0,0.0,0.8233309313294269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567561606802485,8,0.24761904761904763,0.5292517006802722,-0.1643857,-0.5090752,0.025651278,0.3209192,-0.13561727,-0.5813899,1.1210698,0.99934953,-1.0267147,-0.4145418,0.25864917,-0.9284039,0.59781194,0.58873403,-0.4147553,0.5258228,0.86377823,0.14315167,-1.1940035,-0.71985644,0.5816493,0.56915385,1.1721724,-0.4265197,0.621218,0.2875637,-0.45489353,0.50805366,-0.7179762,0.0402399,0.04406481,-0.27961332,-0.08066513,-0.4618929,-0.25117445,0.48262796,0.6802907,-0.40692994,0.22160381,-0.3865405,0.6208597,-0.12087136,-0.13100119,-0.07468373,1.2919446,0.23522456,-0.03066045,-0.66651416,0.44018945,0.35519508
US,"Soft and rich with pineapple, lemon candy and oak flavors, this simple Chardonnay has the benefit of acidity for balance. It's a nice, basic Chard at an everyday price.",0.1394708524016972,0.22222222222222143,0.5454257395320479,0.13845292298862533,0.14423076923076925,0.49982698295330036,0.0,0.0,0.0,0.0,0.0,0.33033591732572065,0.0,0.5482403333674322,0.0,0.5835098162889315,0.0,0.0,0.0,0.0,7,0.14583333333333334,0.5303571428571429,-0.1811244,-0.567434,0.028344532,0.36160448,-0.15337925,-0.65027124,1.2516842,1.1167828,-1.1394081,-0.46053347,0.2886186,-1.0304496,0.6629742,0.6594816,-0.46308202,0.5859652,0.96771514,0.16092423,-1.328377,-0.80822444,0.6533302,0.6339848,1.3113992,-0.4746629,0.697505,0.31942874,-0.50980556,0.5675938,-0.8020879,0.04722575,0.04655531,-0.30714434,-0.08715667,-0.51412123,-0.28327918,0.53896296,0.7578766,-0.45692745,0.24848168,-0.4304789,0.69158477,-0.13234639,-0.14652254,-0.08886182,1.440984,0.25983942,-0.03440667,-0.7483986,0.4956179,0.39852116
US,"Light ruby in color, this offers fresh raspberry and red cherry aromas, slightly softer flavors of ripe plum and a smooth texture. It is medium bodied and easy to enjoy.",0.06619517215316933,0.33333333333333304,0.7738242982757255,0.0723763407616893,0.6346153846153847,0.0,0.5420905161520314,0.0,0.5022964686222087,0.0,0.0,0.3454391959607747,0.0,0.0,0.0,0.0,0.5783665721682542,0.0,0.0,0.0,8,0.23333333333333334,0.4,-0.17515717,-0.54794335,0.03213225,0.34948692,-0.14632426,-0.63348925,1.205835,1.0817974,-1.1012545,-0.44953528,0.2789546,-0.9997134,0.6446176,0.6438969,-0.4484503,0.57043314,0.92512447,0.15896977,-1.2881365,-0.7789699,0.6333713,0.6121712,1.2640398,-0.45655128,0.66803503,0.3072316,-0.48576692,0.5461343,-0.7736659,0.048017353,0.042234946,-0.29892653,-0.08894628,-0.49955627,-0.26487792,0.5221104,0.7414783,-0.43753815,0.23553616,-0.4140576,0.66336596,-0.13173807,-0.14454402,-0.07708263,1.396391,0.25441405,-0.022760775,-0.7154713,0.4775146,0.38284442
Italy,"Lasagna, meat-filled ravioli or mushroom risotto would make good pairing partners to this mild and crisp red. It offers notes of red berry, almond and cola.",0.41228090965766484,0.33333333333333304,0.1605009990053955,0.4095307440828482,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.23055555555555554,0.2527777777777778,-0.15290235,-0.47231418,0.028285181,0.3056992,-0.12877107,-0.5465571,1.0523733,0.93413365,-0.95354295,-0.38754353,0.24407665,-0.8689299,0.5581213,0.5551176,-0.38628542,0.49273226,0.80408746,0.13572063,-1.1126733,-0.67442477,0.5506628,0.5357595,1.0955355,-0.39838728,0.58439165,0.26615566,-0.4232482,0.4732079,-0.67001116,0.037421938,0.039091315,-0.25920725,-0.072979815,-0.43466467,-0.23315477,0.45070717,0.6370603,-0.38168988,0.20479007,-0.35747355,0.57477474,-0.115971215,-0.12567066,-0.07157073,1.2066154,0.2184305,-0.024582375,-0.62460476,0.41429493,0.3308
Italy,"Banfi presents an easy, no-fuss Chianti Classico that showcases Sangiovese typicity and personality. This is a profoundly food-friendly wine with built-in natural acidity that pairs it with butter or cream-based pasta dishes.",0.2527888823873867,0.3888888888888884,0.33981146523725275,0.25670209639446684,0.7692307692307693,0.8336632799340609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5522730626144858,4,0.20555555555555557,0.7444444444444445,-0.1347307,-0.39105037,0.021951921,0.2524824,-0.10525309,-0.4511024,0.8811257,0.7759664,-0.80131507,-0.31388515,0.20132473,-0.7209508,0.4670366,0.4526199,-0.31897846,0.39918295,0.67681515,0.10773456,-0.9270281,-0.5588645,0.45442054,0.44645733,0.91551447,-0.334414,0.48512524,0.22203873,-0.36081973,0.39871037,-0.5622699,0.03367102,0.035390504,-0.2176964,-0.05824348,-0.35358337,-0.2029284,0.37600806,0.52235836,-0.31389642,0.17283064,-0.29789868,0.48591956,-0.09512835,-0.10171672,-0.06778367,1.0035506,0.17721812,-0.027707202,-0.5212768,0.34511653,0.27519238
US,"Notable for its firm minerality and acidity and distinguished mouthfeel. Could be a little richer, but offers intricate raspberry, sour cherry candy, blueberry, cola and sandalwood flavors. Might blossom over the next few years. Drink now–2013.",0.5220203549659925,0.6666666666666661,0.10162083807189379,0.5316171258980547,0.6346153846153847,0.6509010193803977,0.0,0.0,0.6255176402717871,0.0,0.0,0.430180827883315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.01964285714285715,0.2285714285714286,-0.15212967,-0.48078486,0.026515787,0.31244576,-0.13109304,-0.5583495,1.067328,0.9491729,-0.97676146,-0.39562103,0.24578738,-0.8833065,0.5684263,0.5624528,-0.39719,0.49711466,0.8204544,0.13722707,-1.1318017,-0.6901402,0.5576737,0.545965,1.111728,-0.40618137,0.5919514,0.2685809,-0.43239975,0.47622073,-0.6837303,0.039884508,0.037680876,-0.26576078,-0.07353323,-0.4396292,-0.24330449,0.45895788,0.6491142,-0.39210433,0.21145353,-0.36903447,0.58695656,-0.11006877,-0.12446213,-0.07040133,1.2313943,0.22177257,-0.030835163,-0.63821787,0.42163402,0.34313658
US,"As with its Momtazi vineyard bottling, Boedecker Cellars produced just two barrels of this Cherry Grove designate. It's a fragrant and focused effort, scented with rose petals and cherry candy, and carrying a spicy cinnamon streak into a textural, cola-laced finish.",0.4878691556714132,0.5555555555555554,0.11730347759499354,0.49339956215833713,0.6346153846153847,0.0,0.0,0.0,0.8885056445700261,0.0,0.45886568793842325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.6,0.95,-0.14720275,-0.45927462,0.024380589,0.29201236,-0.12013189,-0.5253204,1.011094,0.9071438,-0.921412,-0.372732,0.23621239,-0.836323,0.5360344,0.5400768,-0.3717904,0.47108963,0.7773773,0.13317707,-1.0795002,-0.6540255,0.53113776,0.5105583,1.0618132,-0.38484034,0.5607167,0.2563439,-0.40678513,0.45903382,-0.65032595,0.038893986,0.039050136,-0.25214425,-0.07487575,-0.419436,-0.22664817,0.43571818,0.61644405,-0.3673513,0.20178153,-0.3460611,0.5574804,-0.1079318,-0.11891341,-0.06924861,1.1671947,0.21204282,-0.01997626,-0.59941894,0.39729998,0.3214133
US,"Given the diverse clonal make-up of the vines that go in to this Pinot, the aromas are somewhat muted and shy. Earthy, spicy fruit flavors are characterized by baked red raspberry and strawberry notes, with the wine taking on a denseness on the palate and finish.",0.4531650565750309,0.2777777777777777,0.13026842039653586,0.44675490156979203,0.6346153846153847,0.0,0.46779866249691415,0.0,0.0,0.0,0.44771606691931487,0.29809780660161855,0.36500990970114644,0.0,0.5189764820891578,0.0,0.0,0.0,0.0,0.29880363007504585,6,-0.25,0.25,-0.17851534,-0.5631841,0.032934513,0.3574809,-0.15213907,-0.63679105,1.2251291,1.1002692,-1.1236964,-0.45116782,0.28250527,-1.014363,0.6554154,0.6454523,-0.45234486,0.580418,0.9446791,0.1566068,-1.2984318,-0.7840113,0.6376645,0.62078524,1.2870358,-0.46566167,0.67970943,0.31053773,-0.49739254,0.5516044,-0.78114605,0.04017556,0.042620733,-0.3008294,-0.08593147,-0.5021263,-0.27330396,0.5306513,0.7431737,-0.45069206,0.24172668,-0.42169717,0.6778294,-0.13352092,-0.14546421,-0.081265986,1.4107285,0.25564834,-0.03126051,-0.7332588,0.4774261,0.3893587
US,"This pleasing blend yields a spicy, fruity wine with sweet strawberry and cherry candy flavors. Though two thirds new oak was used, it is not prominent. Smooth and accessible, this delicious wine is accented with aromas of sweet straw.",0.3625283276957145,0.5555555555555554,0.21291698952615,0.3712376918768605,0.6923076923076923,0.0,0.3190563735783433,0.0,0.2956349262064275,0.0,0.0,0.20331397408943672,0.0,0.3374290081303592,0.0,0.0,0.0,0.6996269706631614,0.0,0.4075907447658332,8,0.3373376623376623,0.6613636363636364,-0.17232107,-0.52873653,0.026162757,0.3353412,-0.14227793,-0.6088917,1.1692172,1.0453827,-1.0688716,-0.4312989,0.2704183,-0.96867263,0.62191254,0.6158197,-0.4294221,0.5436224,0.90342605,0.1464669,-1.2444363,-0.7534959,0.6110153,0.59334123,1.2265248,-0.4425248,0.64594054,0.29540256,-0.4715228,0.53077376,-0.7501181,0.04222881,0.043744273,-0.29049045,-0.08378099,-0.47983962,-0.26507172,0.5047551,0.7103105,-0.42250764,0.22997345,-0.4027643,0.64747185,-0.13000412,-0.13660622,-0.07735102,1.3493344,0.24072726,-0.029099686,-0.6948445,0.4598711,0.37459496
Italy,"As much as we like the retro package, this time the contents are just too one-dimensional. The heavily toasted oak over the narrow fruit from the '98 vintage reads as just that—toast, with vanilla and coconut shadings. Dry powdery tannins mark the taut finish.",0.3374017500503924,0.16666666666666607,0.21943520818649545,0.32859546028259845,0.7692307692307693,0.0,0.0,0.0,0.0,0.47243957210346127,0.4485719385672292,0.0,0.365707677005033,0.4956822738488932,0.0,0.0,0.0,0.0,0.4428781378802859,0.0,4,-0.06666666666666667,0.42500000000000004,-0.14956602,-0.46615818,0.023129351,0.29691347,-0.12587424,-0.52906275,1.0359335,0.9225294,-0.9452392,-0.37405723,0.23476672,-0.8536381,0.54782873,0.5358211,-0.37885258,0.48239785,0.8019808,0.12765539,-1.0879204,-0.6632863,0.5366609,0.5195064,1.0792431,-0.39192975,0.5754516,0.25992462,-0.42264476,0.46967596,-0.6584287,0.034227528,0.035794467,-0.24661393,-0.06390423,-0.41787922,-0.23660691,0.44366077,0.61773247,-0.37563682,0.20854242,-0.354505,0.58287245,-0.10754938,-0.11842972,-0.07611591,1.1865379,0.21399611,-0.035579115,-0.62224424,0.40395448,0.32838652
Italy,"This youthful expression of Dolcetto offers a dark, concentrated style and a very noticeable mineral tone that slices through the lush blueberry and raspberry aromas. The wine is tonic and vibrant and although there isn't huge complexity here, there is a good, fresh quality of fruit.",0.21083699175912196,0.3888888888888884,0.4107206041562145,0.2158307619714921,0.20192307692307693,0.0,0.7041524678047691,0.0,0.0,0.0,0.0,0.0,0.5494300204224156,0.0,0.0,0.0,0.0,0.0,0.0,0.4497732259073204,9,0.22708333333333333,0.4166666666666667,-0.17148079,-0.53094614,0.029491186,0.3328703,-0.14171289,-0.6004795,1.1635062,1.042994,-1.0648888,-0.42807895,0.26871833,-0.9644193,0.62205887,0.61407465,-0.42629835,0.545066,0.89869475,0.14729688,-1.2381545,-0.7469759,0.60409015,0.58852524,1.220395,-0.44463465,0.64668936,0.2965458,-0.4710409,0.5261469,-0.743819,0.040015157,0.0441074,-0.29122087,-0.081980586,-0.4782407,-0.2630597,0.49937043,0.70394444,-0.42183173,0.23095909,-0.40029654,0.6467775,-0.12687935,-0.13935272,-0.0830229,1.3397585,0.24200842,-0.025999488,-0.6920217,0.45824522,0.36910245
US,"It's incredibly rich and ripe in blackberries, black currants and dark chocolate, with a lovely veneer of toasted oak. The tannins are super smooth. Drink now–2020.",0.5652908644281741,0.7222222222222214,0.08272217339313534,0.5762202640305936,0.11538461538461539,0.0,0.0,0.4558975683104536,0.0,0.0,0.0,0.0,0.0,0.4478904326323365,0.0,0.47670419003577447,0.45184363581398107,0.0,0.40017747505547147,0.0,7,0.21527777777777776,0.5833333333333334,-0.17978537,-0.5593176,0.03202841,0.3570066,-0.14725927,-0.6414465,1.2340981,1.0982342,-1.1184945,-0.4568113,0.28268299,-1.0160887,0.6558732,0.65493023,-0.4578043,0.5800233,0.94927216,0.1646519,-1.309774,-0.79774404,0.650354,0.6246152,1.2846638,-0.46594664,0.68255794,0.31205454,-0.4949796,0.55059457,-0.7858862,0.043145332,0.04127964,-0.30217776,-0.085779674,-0.5079735,-0.27739406,0.5330771,0.7499827,-0.44945118,0.24263474,-0.42368674,0.6786868,-0.12967801,-0.13830812,-0.08016565,1.42372,0.260739,-0.03011501,-0.73454404,0.487268,0.39012504
France,"Blueberry fruit mingles with cinnamon-tinged oak spice on the nose and palate of this offering. There's even enough depth and complexity to make it more than a simple quaff, worthy of washing down simply roasted chicken perhaps.",0.2527888823873867,0.33333333333333304,0.3357362273683469,0.25411033635148494,0.701923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45367073715927836,0.6149079079100651,0.6450357564003905,0.0,0.0,0.0,0.0,0.0,6,0.011111111111111103,0.5647392290249433,-0.15507512,-0.4808921,0.024813887,0.30149543,-0.12944794,-0.5443062,1.0562289,0.94068944,-0.9653883,-0.38970178,0.2464665,-0.87297326,0.5658074,0.5519855,-0.38912895,0.4943418,0.82003033,0.13371316,-1.1154655,-0.677181,0.5511215,0.5352392,1.1013466,-0.40621608,0.5836293,0.2700042,-0.4286742,0.47703728,-0.67515355,0.038370773,0.04118754,-0.25851053,-0.073151134,-0.43047315,-0.24043883,0.4539769,0.63244015,-0.38154015,0.20704684,-0.36291265,0.5842537,-0.11234947,-0.119464,-0.07545788,1.2170333,0.2187548,-0.034339394,-0.6347481,0.4168251,0.33084768
US,"Starts out nice, with a good, fruity raspberry nose, but on the palate are tastes of tomatoes, with a dry, astringent, tannic finish.",0.27703216391229124,0.16666666666666607,0.2896860394497109,0.2697707857365237,1.0,0.0,0.0,0.0,0.0,0.5667892386078365,0.538155062645097,0.0,0.0,0.0,0.6238101374198728,0.0,0.0,0.0,0.0,0.0,5,0.41111111111111104,0.7333333333333334,-0.19174664,-0.61187464,0.032456897,0.38906345,-0.16996406,-0.69895756,1.3417908,1.2033917,-1.2211089,-0.4973273,0.31492826,-1.1081837,0.7156137,0.71396375,-0.49152252,0.63205737,1.0353266,0.17727359,-1.4285485,-0.86364716,0.6994751,0.6768406,1.4045866,-0.50144535,0.7407791,0.33886102,-0.54139614,0.60951066,-0.8585999,0.04337049,0.04568783,-0.33056316,-0.09168308,-0.5531463,-0.29732135,0.5797081,0.8217687,-0.49045828,0.25832158,-0.45936054,0.7333621,-0.14178504,-0.16155769,-0.09139237,1.5435138,0.27938217,-0.02874596,-0.7895528,0.5230205,0.42911246
US,"A lovely and complex Cabernet from this mountain in the southerly Mayacamas chain. It shows the big, firm tannins of its origins, with a dry sturdiness backing up the intense black currant flavors. Drinkable now for sheer decadence, although it also seems to have the stuffing to age for a decade.",0.5652908644281741,0.6666666666666661,0.08167425508398812,0.5737954393933702,0.11538461538461539,0.0,0.0,0.5775720313736658,0.0,0.5408209959508731,0.0,0.3418971483576098,0.0,0.0,0.0,0.0,0.0,0.0,0.5069808071895201,0.0,10,-0.004166666666666662,0.5541666666666667,-0.16554572,-0.5200659,0.02295685,0.33350882,-0.1417747,-0.5908305,1.1509894,1.0212237,-1.0516895,-0.41713995,0.25822377,-0.943751,0.61567515,0.5980012,-0.42184705,0.52987975,0.8896419,0.14013587,-1.215463,-0.7388716,0.5944553,0.5805891,1.1958535,-0.43709037,0.6390522,0.2917459,-0.46945056,0.51959395,-0.7363478,0.0428646,0.043195233,-0.27840963,-0.072347715,-0.46499786,-0.26683784,0.48824853,0.6834482,-0.41805166,0.22620243,-0.395519,0.63793546,-0.11959898,-0.1305426,-0.082221754,1.3224171,0.23162322,-0.042198397,-0.6910798,0.45380342,0.3646165
US,"Difficult to find much to like here. Smells baked and Porty, and tastes overtly sweet in residual sugar, like cherry and raspberry jam.",0.06619517215316933,0.0,0.7188085870454965,0.05617715584774596,0.11538461538461539,0.0,0.0,0.0,0.6454826674939352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7637749183921358,0.0,0.0,4,0.016666666666666663,0.6166666666666667,-0.15053119,-0.4786036,0.029734643,0.31018004,-0.12560914,-0.55626225,1.0611187,0.94780815,-0.9696211,-0.4010357,0.24455434,-0.8782098,0.5613963,0.56231296,-0.39130616,0.4988344,0.81570697,0.13767062,-1.1298692,-0.68604547,0.5589953,0.5397245,1.1111029,-0.4101114,0.5884448,0.26811305,-0.42809755,0.47662982,-0.6788906,0.042064372,0.036090557,-0.263857,-0.07954363,-0.43775228,-0.23816487,0.45888767,0.6458455,-0.38553318,0.20867813,-0.36485675,0.58907837,-0.1146211,-0.13048854,-0.06840841,1.2264472,0.22196358,-0.027319944,-0.6288297,0.41895756,0.33407307
US,"Fermented and aged in stainless steel without going through malolactic fermentation, this steely, waxy Albarino is ready for tapas, offering big bold tastes of peach and apricot. Textured and long-lasting, its tangible acidity will make seafood, especially shellfish, sing.",0.2527888823873867,0.44444444444444375,0.34388670310615865,0.25926425446985957,0.019230769230769232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.10555555555555556,0.4777777777777778,-0.13204359,-0.40421742,0.024434997,0.26338613,-0.1103031,-0.47104177,0.89308697,0.7968918,-0.8136935,-0.33320156,0.20788948,-0.738091,0.4694877,0.47467056,-0.33327278,0.4187795,0.68866163,0.11708706,-0.9524236,-0.5764007,0.46664977,0.45333108,0.9362253,-0.33689,0.49543738,0.22548455,-0.35908696,0.40540865,-0.5746782,0.0324808,0.030657245,-0.22289349,-0.06553738,-0.36764586,-0.1986884,0.38552886,0.5407414,-0.32754523,0.1781838,-0.30959672,0.4897114,-0.09402751,-0.108873926,-0.0602786,1.0292481,0.1836534,-0.02079114,-0.5241017,0.3517775,0.28702903
Italy,"An very pretty aromatic package with melon, pineapple, apple and pear. Good, and not hugely complex, but definitely casual and approachable. Imported by Halby Marketing.",0.11754013664201335,0.3888888888888884,0.6234480209130997,0.1249591546064246,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.16874999999999993,0.7166666666666667,-0.15924415,-0.49689424,0.028762665,0.3218866,-0.13418272,-0.5707661,1.0963945,0.9800436,-0.9956575,-0.40655556,0.25351214,-0.9042108,0.58086765,0.58304816,-0.4045057,0.516243,0.83961415,0.14203106,-1.1656196,-0.7046858,0.5761474,0.5575403,1.1487795,-0.41907632,0.6091915,0.27487448,-0.44176918,0.49371883,-0.7011277,0.038494807,0.039870717,-0.27025568,-0.0756186,-0.45406184,-0.24732505,0.47627372,0.6700299,-0.40150583,0.21609537,-0.37026334,0.6033493,-0.117853925,-0.13084683,-0.075630315,1.262861,0.23436473,-0.027725598,-0.64852136,0.43070504,0.35377002
US,"Aromas of roses, lychee and pineapple, followed by appealing flavors of lemon, tropical fruit and flowers, give this wine a flirty but poised character. It's balanced and fresh, and best paired with summer salads and spicy ethnic cuisine.",0.27703216391229124,0.3888888888888884,0.30435689577777186,0.28032317133396,0.3076923076923077,0.0,0.6424413545202993,0.0,0.0,0.0,0.0,0.4093862894572456,0.5012786046674161,0.0,0.0,0.0,0.0,0.0,0.0,0.4103556171288993,5,0.6,0.43333333333333335,-0.16983376,-0.52484065,0.029578542,0.33141154,-0.13824724,-0.603353,1.1493872,1.0316656,-1.0477751,-0.42591023,0.2688756,-0.9519195,0.6085595,0.6174299,-0.4269205,0.5439788,0.8825181,0.15611033,-1.2268441,-0.7409049,0.60735494,0.5837263,1.2085731,-0.43421736,0.63872296,0.29197186,-0.45959282,0.5173,-0.7369488,0.042690706,0.043714136,-0.28758618,-0.086903125,-0.4757504,-0.2536573,0.49796823,0.70801634,-0.42066723,0.2262686,-0.39256698,0.63160014,-0.123369746,-0.13775729,-0.07654669,1.3280296,0.24497704,-0.02183726,-0.68077964,0.45553696,0.36757395
